Question,Answer,Categories,Tags,SQL Query,SQL Result,Final Answer,SQL Query Time,Final Answer Time
Does the ATL C9-5ICT work with the S1000?,"No, the ATL C9-5ICT is not compatible with the S1000 ultrasound system.",['Compatibility'],"['ATL', 'C9-5ICT']","SELECT CASE WHEN EXISTS (SELECT 1 FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'S1000' AND c.Probe_ID = p.Probe_ID) THEN 'Yes' ELSE 'No' END AS WorksWith 
FROM probes p 
WHERE Manufacturer = 'ATL' AND Probe_Model = 'C9-5ICT';","[('No',)]",No.,39.0093751,9.753918409
What type of probe is the ATL C9-5ICT?,The ATL C9-5ICT is a Convex Array probe with a frequency range of 5-9 MHz.,"['Array Type', 'Frequency Range', 'Probe Type']","['ATL', 'C9-5ICT', 'Convex Array']","SELECT p.Array_Type
FROM probes p
WHERE Manufacturer = 'ATL'
AND Probe_Model = 'C9-5ICT';","[('Convex',)]",The ATL C9-5ICT is a Convex probe.,11.08697987,10.02654672
What can the ATL C9-5ICT be used for?,"The ATL C9-5ICT can be used for intracavitary, prenatal, obstetric, gynecological applications.",['Applications'],"['ATL', 'C9-5ICT', 'intracavitary, prenatal, obstetric, gynecological']",SELECT Applications FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'C3';,"[('abdominal, general',)]","The ATL C3 works with the HDI 5000 and can be used for abdominal, general applications.",124.8628051,10.35091615
Do you have any ATL C9-5ICT in stock?,We currently do not have any ATL C9-5ICT in stock.,['Stock'],"['ATL', 'C9-5ICT']",SELECT CASE WHEN Stock > 0 THEN 'Yes' ELSE 'No' END AS InStock FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'C9-5ICT';,"[('No',)]",We do not have any ATL C9-5ICT in stock.,11.90097952,10.26316714
Do you have any C9-5ICT for HDI 1000 for sale?,"Unfortunately, we do not have any ATL C9-5ICT for the HDI 1000 available for sale.","['Stock', 'Compatibility']","['ATL', 'C9-5ICT', 'HDI 1000']","SELECT p.Probe_Model, p.Stock > 0 AS AvailableForSale FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE c.System_ID = (SELECT System_ID FROM systems WHERE System_Name = 'HDI 1000') AND p.Array_Type = 'C9-5ICT' LIMIT 5;",,"No, we do not have any C9-5ICT probes available for sale.",12.63893771,10.43281531
Who is the maker of CL 10-5 probe?,The CL 10-5 probe is made by ATL.,['Manufacturer'],"['ATL', 'CL 10-5']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'CL 10-5';,"[('ATL',)]",The maker of the CL 10-5 probe is ATL.,10.89267349,10.22189212
Is CL 10-5 made by ATL or Siemens Acuson?,The CL 10-5 probe is made by ATL.,['Manufacturer'],"['ATL', 'CL 10-5']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'CL 10-5';,"[('ATL',)]",The CL 10-5 probe is made by ATL.,11.13197398,9.961423397
What systems is ATL CL 10-5 compatible with?,"The ATL CL 10-5 is compatible with HDI 3000,  HDI 5000 ultrasound systems.",['Compatibility'],"['ATL', 'CL 10-5', 'HDI 3000, HDI 5000']",SELECT s.System_Name FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'CL 10-5' LIMIT 5;,"[('HDI 3000',), ('HDI 5000',)]",The ATL CL 10-5 is compatible with HDI 3000 and HDI 5000.,258.3086517,10.54769611
Does the ATL CL 10-5 work with the  HDI 5000?,"Yes, the ATL CL 10-5 is compatible with the  HDI 5000 ultrasound system, as well as HDI 3000.",['Compatibility'],"['ATL', 'CL 10-5', ' HDI 5000']",SELECT CASE WHEN EXISTS (SELECT 1 FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 5000' AND c.Probe_ID IN (SELECT Probe_ID FROM probes p WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'CL 10-5')) THEN 'Yes' ELSE 'No' END AS WorksWith;,"[('Yes',)]","Yes, the ATL C3 works with the HDI 5000.",13.23045659,10.37504411
Does the ATL CL 10-5 work with the LOGIQ E9?,"No, the ATL CL 10-5 is not compatible with the LOGIQ E9 ultrasound system.",['Compatibility'],"['ATL', 'CL 10-5']",SELECT CASE WHEN EXISTS (SELECT 1 FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'LOGIQ E9' AND c.Probe_ID = p.Probe_ID) THEN 'Yes' ELSE 'No' END AS WorksWith FROM probes p WHERE Manufacturer = 'ATL' AND Probe_Model = 'CL 10-5';,"[('No',)]","No, the ATL C10-5 does not work with the LOGIQ E9.",52.00341058,10.23179364
What type of probe is the ATL CL 10-5?,The ATL CL 10-5 is a Linear Array probe with a frequency range of 5-10 MHz.,"['Array Type', 'Frequency Range', 'Probe Type']","['ATL', 'CL 10-5', 'Linear Array']","SELECT p.Array_Type
FROM probes p
WHERE p.Manufacturer = 'ATL'
AND p.Probe_Model = 'CL 10-5';","[('Linear',)]",The ATL C3 works with the HDI 5000.,11.36864662,9.955553293
What can the ATL CL 10-5 be used for?,"The ATL CL 10-5 can be used for small parts, vascular applications.",['Applications'],"['ATL', 'CL 10-5', 'small parts, vascular']",SELECT Applications FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'CL 10-5';,"[('small parts, vascular',)]",The ATL C3 works with the HDI 5000.,68.19989157,10.03943038
Do you have any ATL CL 10-5 for sale?,We currently do not have any ATL CL 10-5 in stock.,['Stock'],"['ATL', 'CL 10-5']","SELECT * FROM probes p 
JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'CL 10-5' LIMIT 5;","[(8, 'ATL', 'CL 10-5', None, 'Linear', '5-10 MHz', 'small parts, vascular', 0, 'The ATL CL 10-5 linear array ultrasound transducer is specifically engineered for high-resolution imaging with small parts and vascular applications. With a frequency range of 5.0 MHz, this transducer excels in delivering clear and detailed images crucial for accurate diagnosis in specialized...', 23, 3), (8, 'ATL', 'CL 10-5', None, 'Linear', '5-10 MHz', 'small parts, vascular', 0, 'The ATL CL 10-5 linear array ultrasound transducer is specifically engineered for high-resolution imaging with small parts and vascular applications. With a frequency range of 5.0 MHz, this transducer excels in delivering clear and detailed images crucial for accurate diagnosis in specialized...', 24, 1)]","Yes, we have the ATL CL 10-5 linear array probes available for sale.",12.08319998,10.48810244
Do you have any CL 10-5 for HDI 5000 for sale?,"Unfortunately, we do not have any ATL CL 10-5 for the HDI 5000 available for sale.","['Stock', 'Compatibility']","['ATL', 'CL 10-5', 'HDI 5000']","SELECT p.Probe_Model, p.Manufacturer, CASE WHEN p.Stock > 0 THEN 'Yes' ELSE 'No' END AS Availability FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE c.System_ID IN (SELECT System_ID from systems where System_Name='HDI 5000') AND p.Array_Type='Convex' LIMIT 5;","[('C3', 'ATL', 'No'), ('C4-2', 'ATL', 'Yes'), ('C5-2', 'ATL', 'Yes'), ('C5-IVT', 'ATL', 'No'), ('C7-4', 'ATL', 'No')]","No, we do not have any CL 10-5 probes available for the HDI 5000.",25.22761559,10.6905632
Who is the maker of CT8-4?,The CT8-4 probe is made by ATL.,['Manufacturer'],"['ATL', 'CT8-4']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'CT8-4';,"[('ATL',)]",The maker of CT8-4 is ATL.,55.40502596,10.06671357
Is CT8-4 made by ATL or Siemens Acuson?,The CT8-4 probe is made by ATL.,['Manufacturer'],"['ATL', 'CT8-4']",SELECT CASE WHEN Manufacturer = 'ATL' THEN 'ATL' ELSE 'Siemens Acuson' END AS MadeBy FROM probes WHERE Probe_Model = 'CT8-4';,"[('ATL',)]",The 9EVF4 probe is made by ATL.,11.8348546,10.26619101
What systems is ATL CT8-4 compatible with?,"The ATL CT8-4 is compatible with HDI 1000,  HDI 3000,  HDI 3500,  HDI 5000 ultrasound systems.",['Compatibility'],"['ATL', 'CT8-4', 'HDI 1000, HDI 3000, HDI 3500, HDI 5000']",SELECT s.System_Name FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'CT8-4' LIMIT 5;,"[('HDI 1000',), ('HDI 3000',), ('HDI 3500',), ('HDI 5000',)]","The ATL CT8-4 is compatible with HDI 1000, HDI 3000, HDI 3500, and HDI 5000 ultrasound systems.",49.27896404,10.92313647
Does the ATL CT8-4 work with the  HDI 5000?,"Yes, the ATL CT8-4 is compatible with the  HDI 5000 ultrasound system, as well as HDI 1000,  HDI 3000,  HDI 3500.",['Compatibility'],"['ATL', 'CT8-4', ' HDI 5000']","SELECT CASE WHEN EXISTS (SELECT 1 FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 5000' AND c.Probe_ID = p.Probe_ID) THEN 'Yes' ELSE 'No' END AS WorksWith 
FROM probes p 
WHERE p.Probe_Model = 'ATL CT8-4';",,"No, the ATL C8-4 does not work with the HDI 5000.",12.9070828,10.49623036
Can the ATL CT8-4 work with the HDI 4000?,"No, the ATL CT8-4 is not compatible with the HDI 4000 ultrasound system.",['Compatibility'],"['ATL', 'CT8-4']",SELECT CASE WHEN EXISTS (SELECT 1 FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 4000' AND c.Probe_ID IN (SELECT Probe_ID FROM probes p WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'CT8-4')) THEN 'Yes' ELSE 'No' END AS WorksWith;,"[('No',)]",No.,26.23201561,9.767484665
What type of probe is the ATL CT8-4?,The ATL CT8-4 is a Linear Array probe with a frequency range of 4-8 MHz.,"['Array Type', 'Frequency Range', 'Probe Type']","['ATL', 'CT8-4', 'Linear Array']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'CT8-4';,"[('ATL',)]",The ATL CT8-4 is a probe.,10.99748826,10.12796545
What can the ATL CT8-4 be used for?,"The ATL CT8-4 can be used for abdominal, surgical applications.",['Applications'],"['ATL', 'CT8-4', 'abdominal, surgical']",SELECT Applications FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'CT8-4';,"[('abdominal, surgical',)]",The ATL CT8-4 can be used for abdominal and surgical applications.,168.8884602,10.35613894
Do you have any ATL CT8-4 for sale?,"Yes, we currently have ATL CT8-4 available for sale.",['Stock'],"['ATL', 'CT8-4']",SELECT CASE WHEN Stock > 0 THEN 'Yes' ELSE 'No' END AS AvailableForSale FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'CT8-4';,"[('Yes',)]",Yes.,23.77788353,10.05202127
Do you have any CT8-4 for HDI 1000 for sale?,"Yes, we currently have the ATL CT8-4 for the HDI 1000 available for sale.","['Stock', 'Compatibility']","['ATL', 'CT8-4', 'HDI 1000']","SELECT p.Probe_Model, c.System_ID, s.System_Name
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE p.Manufacturer = 'Siemens Acuson' AND p.Probe_Model = 'CT8-4'
AND c.System_ID IN (SELECT System_ID FROM systems WHERE System_Name = 'HDI 1000')
LIMIT 5;",,"Unfortunately, we do not have any Siemens Acuson CT8-4 for the HDI 1000 available for sale.",13.60340929,10.54610229
Who is the maker of L10-5 transducer?,The L10-5 probe is made by ATL.,['Manufacturer'],"['ATL', 'L10-5']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'L10-5';,"[('ATL',)]",The maker of the L10-5 transducer is ATL.,11.02087092,10.21888852
Is L10-5 made by ATL or Philips?,The L10-5 probe is made by ATL.,['Manufacturer'],"['ATL', 'L10-5']","SELECT Manufacturer FROM probes WHERE Probe_Model = 'L10-5' AND Manufacturer IN ('ATL', 'Philips');","[('ATL',)]",ATL.,45.85720611,9.650564909
What systems is ATL L10-5 compatible with?,The ATL L10-5 is compatible with HDI 5000 ultrasound systems.,['Compatibility'],"['ATL', 'L10-5', 'HDI 5000']",SELECT s.System_Name FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L10-5' LIMIT 5;,"[('HDI 5000',)]",The ATL L10-5 is compatible with the HDI 5000.,84.77917838,10.24311924
Does the ATL L10-5 work with the HDI 5000?,"Yes, the ATL L10-5 is compatible with the HDI 5000 ultrasound system.",['Compatibility'],"['ATL', 'L10-5', 'HDI 5000']",SELECT CASE WHEN c.Compatibility_ID IS NOT NULL THEN 'Yes' ELSE 'No' END AS WorksWith FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 5000' AND c.Probe_ID IN (SELECT Probe_ID FROM probes p WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L10-5') LIMIT 5;,"[('Yes',)]","Yes, the ATL L10-5 works with the HDI 5000.",267.9077265,10.18133283
Does the ATL L10-5 work with the Juniper?,"No, the ATL L10-5 is not compatible with the Juniper ultrasound system.",['Compatibility'],"['ATL', 'L10-5']",SELECT * FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L10-5' AND c.System_ID IN (SELECT System_ID FROM systems s WHERE s.Manufacturer = 'Juniper');,,"No, the ATL L10-5 does not work with the Juniper.",38.82769442,10.35274196
What type of probe is the ATL L10-5?,The ATL L10-5 is a Linear Array probe with a frequency range of 5-10 MHz.,"['Array Type', 'Frequency Range', 'Probe Type']","['ATL', 'L10-5', 'Linear Array']",SELECT p.Array_Type FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L10-5' LIMIT 5;,"[('Linear',)]","The ATL C3 works with the HDI 5000, and the ATL L10-5 is a Linear probe.",35.71631145,10.43717933
What can the ATL L10-5 be used for?,"The ATL L10-5 can be used for vascular, small parts, cardiac applications.",['Applications'],"['ATL', 'L10-5', 'vascular, small parts, cardiac']",SELECT Applications FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'L10-5';,"[('vascular, small parts, cardiac',)]",The ATL C3 works with the HDI 5000.,44.69049811,10.06037879
Do you have any ATL L10-5 in stock?,"Yes, we currently have ATL L10-5 available for sale.",['Stock'],"['ATL', 'L10-5']",SELECT CASE WHEN Stock > 0 THEN 'Yes' ELSE 'No' END AS AvailableForSale FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'L10-5';,"[('Yes',)]",Yes.,143.7639835,9.746305943
Do you have any L10-5 for HDI 5000 for sale?,"Yes, we currently have the ATL L10-5 for the HDI 5000 available for sale.","['Stock', 'Compatibility']","['ATL', 'L10-5', 'HDI 5000']","SELECT p.Probe_Model, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 5000' AND p.Array_Type = 'L10-5' LIMIT 5;",,We do not have any L10-5 probes for the HDI 5000 available for sale.,12.66968369,10.57733631
Who is the maker of L12-5 transducer?,The L12-5 probe is made by ATL.,['Manufacturer'],"['ATL', 'L12-5']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'L12-5';,"[('ATL',)]",The maker of the L12-5 transducer is ATL.,45.00341296,10.16309237
Is L12-5 made by ATL or Siemens Acuson?,The L12-5 probe is made by ATL.,['Manufacturer'],"['ATL', 'L12-5']","SELECT CASE WHEN Manufacturer = 'ATL' THEN 'Yes' ELSE 'No' END AS MadeBy
FROM probes WHERE Probe_Model = 'L12-5';","[('Yes',)]",The L12-5 probe is made by ATL.,11.46182847,9.928946495
What systems is ATL L12-5 compatible with?,The ATL L12-5 is compatible with HDI 5000 ultrasound systems.,['Compatibility'],"['ATL', 'L12-5', 'HDI 5000']","SELECT s.System_Name
FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID JOIN systems s ON c.System_ID = s.System_ID
WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L12-5'
LIMIT 0, 5;","[('HDI 5000',)]",The ATL L12-5 is compatible with the HDI 5000.,73.66933918,10.41808057
Can the ATL L12-5 work with the HDI 5000?,"Yes, the ATL L12-5 is compatible with the HDI 5000 ultrasound system.",['Compatibility'],"['ATL', 'L12-5', 'HDI 5000']",SELECT CASE WHEN EXISTS (SELECT 1 FROM compatibility c JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 5000' AND c.Probe_ID IN (SELECT Probe_ID FROM probes p WHERE Manufacturer = 'ATL' AND Probe_Model = 'L12-5')) THEN 'Yes' ELSE 'No' END AS WorksWith;,"[('Yes',)]",Yes.,39.01625419,9.986623049
Can the ATL L12-5 work with the S3000?,"No, the ATL L12-5 is not compatible with the S3000 ultrasound system.",['Compatibility'],"['ATL', 'L12-5']","SELECT p.Manufacturer, p.Probe_Model, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L12-5' LIMIT 5;","[('ATL', 'L12-5', 'HDI 5000')]","Yes, the ATL L12-5 works with the S3000.",12.62734866,10.12307191
What type of probe is the ATL L12-5?,The ATL L12-5 is a Linear Array probe with a frequency range of 5-12 MHz.,"['Array Type', 'Frequency Range', 'Probe Type']","['ATL', 'L12-5', 'Linear Array']",SELECT Probe_Model FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model LIKE '%L12-5%';,"[('L12-5',)]",Linear array probe.,22.73347068,10.02559829
What can the ATL L12-5 be used for?,"The ATL L12-5 can be used for general, small parts, vascular applications.",['Applications'],"['ATL', 'L12-5', 'general, small parts, vascular']",SELECT Applications FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'L12-5';,"[('general, small parts, vascular',)]",The ATL C3 works with the HDI 5000.,11.26634455,10.29284883
Do you have any ATL L12-5 for sale?,"Yes, we currently have ATL L12-5 available for sale.",['Stock'],"['ATL', 'L12-5']",SELECT * FROM probes WHERE Manufacturer = 'ATL' AND Probe_Model = 'L12-5' LIMIT 5;,"[(11, 'ATL', 'L12-5', None, 'Linear', '5-12 MHz', 'general, small parts, vascular', 5, 'The ATL L12-5 Linear Array Transducer is designed for high-resolution imaging in vascular and small parts applications. This transducer operates over a frequency range of 5.0 to 12.0 MHz, allowing for versatile use across a spectrum of imaging needs with enhanced clarity and depth. Its...')]","No, we do not have any ATL L12-5 for sale.",11.34118438,10.48216414
Do you have any L12-5 for HDI 5000 for sale?,"Yes, we currently have the ATL L12-5 for the HDI 5000 available for sale.","['Stock', 'Compatibility']","['ATL', 'L12-5', 'HDI 5000']","SELECT p.Probe_Model, p.Manufacturer
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'HDI 5000' AND p.Array_Type = 'L12-5' AND p.Stock > 0 LIMIT 5;",,"Unfortunately, we do not have any L12-5 available for sale.",37.65872407,10.35296082
Who is the maker of L7-4 probe?,The L7-4 probe is made by ATL.,['Manufacturer'],"['ATL', 'L7-4']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'L7-4';,"[('ATL',)]",The maker of L7-4 probe is ATL.,155.9360654,10.10411763
Is L7-4 made by ATL or Siemens Acuson?,The L7-4 probe is made by ATL.,['Manufacturer'],"['ATL', 'L7-4']",SELECT Manufacturer FROM probes WHERE Probe_Model = 'L7-4';,"[('ATL',)]",ATL,11.04859209,9.861662626
What systems is ATL L7-4 compatible with?,"The ATL L7-4 is compatible with UM9 HDI,  HDI 1500,  HDI 3000,  HDI 5000 ultrasound systems.",['Compatibility'],"['ATL', 'L7-4', 'UM9 HDI, HDI 1500, HDI 3000, HDI 5000']","SELECT s.System_Name
FROM compatibility c
JOIN probes p ON c.Probe_ID = p.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L7-4'
LIMIT 5;","[('UM9 HDI',), ('HDI 1500',), ('HDI 3000',), ('HDI 5000',)]","The ATL L7-4 is compatible with the UM9 HDI, HDI 1500, HDI 3000, and HDI 5000 ultrasound systems.",24.59312153,11.09167624
Does the ATL L7-4 work with the  HDI 5000?,"Yes, the ATL L7-4 is compatible with the  HDI 5000 ultrasound system, as well as UM9 HDI,  HDI 1500,  HDI 3000.",['Compatibility'],"['ATL', 'L7-4', ' HDI 5000']",SELECT * FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L7-4' AND s.System_Name = 'HDI 5000' LIMIT 5;,"[(12, 'ATL', 'L7-4', None, 'Linear', '4-7 MHz', 'vascular, pediatric', 0, 'The ATL L7-4 is a linear array ultrasound probe with a frequency range of 4-7 MHz, suitable for vascular and pediatric imaging. It is compatible with the UM9 HDI, HDI 1500, HDI 3000, and HDI 5000 ultrasound systems. ', 34, 1, 'HDI 5000')]","Yes, the ATL L7-4 works with the HDI 5000.",289.6220934,10.66987419
Does the ATL L7-4 work with the Sequoia?,"No, the ATL L7-4 is not compatible with the Sequoia ultrasound system.",['Compatibility'],"['ATL', 'L7-4']","SELECT p.Probe_Model, s.System_Name AS CompatibleSystemName FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'ATL' AND p.Probe_Model = 'L7-4' LIMIT 5;","[('L7-4', 'UM9 HDI'), ('L7-4', 'HDI 1500'), ('L7-4', 'HDI 3000'), ('L7-4', 'HDI 5000')]",The ATL L7-4 works with the HDI 5000.,37.54351091,10.55420494
